ParcelNumber,CurrentAssessedValue,OBJECTID,st_number,st_name,st_unit,LEGALDESCR,LOTSQFT
040114000,561000,50437971,504,14TH ST NW,,LOT 4 BK 10 PRESTON HEIGHTS,6141.96
040026000,69100,50437972,0,11TH ST NW,,LOT 5 BK 36 PRESTON HEIGHTS,2526.48
040027000,222300,50437973,605,11TH ST NW,,LOT 6 BK 36 PRESTON HEIGHTS,2439.36
040101000,394700,50437974,510,13TH ST NW,,LOTS 15&16 BK 9 PRESTON HGTS,6490.44
040099100,69100,50437975,1200,GRADY AVE,,PT LOT 1 BK 9 PRESTON HEIGHTS,1611.72
040107100,423100,50437976,507,13TH ST NW,,LOT 11 BK 10 PRESTON HEIGHTS,6359.76
040029000,406900,50437977,1027,GRADY AVE,,LOT 15 JOHN WEST LOTS,7492.32
040035000,212900,50437978,607,10 1/2 ST NW,,PT LOT 19 JOHN WEST LOTS,5445
040115000,549700,50437979,502,14TH ST NW,,LOT 5 BK 10 PRESTON HEIGHTS,5140.08
040028000,276600,50437980,601,11TH ST NW,,LOTS 7-9 BK 36 PRESTON HEIGHTS,0
040042000,3388400,50437981,1000,PRESTON AVE,,PT LOTS 24-26 JOHN WEST,16030.08
040098000,137000,50437982,515,12TH ST NW,,PT LOT 1 BK 9 PRESTON HGTS,1960.2
040099000,470900,50437983,513,12TH ST NW,,LOT 2 BK 9 PRESTON HEIGHTS,3267
040102000,466000,50437984,508,13TH ST NW,,LOTS 17&18 BK 9 PRESTON HGTS,6490.44
040116000,407700,50437985,1307,GORDON AVE,,LOT 7 BK 10 PRESTON HEIGHTS,4312.44
040097000,249800,50437986,511,12TH ST NW,,LOTS 3&4 BK 9 PRESTON HGTS,6490.44
040117000,535400,50437987,500,14TH ST NW,,LOT 6 BK 10 PRESTON HEIGHTS,5052.96
040108000,426800,50437988,1305,GORDON AVE,,LOT 8 BK 10 PRESTON HEIGHTS,4312.44
040087000,327300,50437989,1108,GRADY AVE,,PT LOTS 13-16 BK 8 PRESTON HGT,6011.28
040034000,215300,50437990,605,10 1/2 ST NW,,PT LOT 18 JOHN WEST LOTS,2962.08
040107000,459300,50437991,1303,GORDON AVE,,LOT 9 BK 10 PRESTON HEIGHTS,4312.44
040103000,401200,50437992,506,13TH ST NW,,LOTS 19&20 BK 9 PRESTON HGTS,6490.44
040106000,457800,50437993,1301,GORDON AVE,,LOT 10 BK 10 PRESTON HEIGHTS,4356
040096000,534900,50437994,509,12TH ST NW,,LOTS 5&6 BK 9 PRESTON HGTS,6490.44
040086000,402800,50437995,1104,GRADY AVE,,LOT E & PT 13-16 BK 8 PRES HGT,6969.6
040033000,441100,50437996,1021,GRADY AVE,,LOT JOHN WEST LOTS,4530.24
040104000,370100,50437997,502,13TH ST NW,,LOTS 21&22 BK 9 PRESTON HGTS,6490.44
040085000,306200,50437998,423,11TH ST NW,,LOTS 1 & 2 BK 8 PRESTON HGTS,5314.32
040118000,13899700,50437999,406,14TH ST NW,,"LOTS 1-26,49,50,103,104 BK 5",172497.6
040095000,286500,50438000,507,12TH ST NW,,LOTS 7&8 BK 9 PRESTON HGTS,6490.44
040088000,297500,50438001,506,12TH ST NW,,LOTS 17&18 BK 8 PRESTON HGTS,6490.44
040043000,416000,50438002,507,10TH ST NW,,PT LOT 8 JOHN WEST LOTS,8624.88
040105000,388000,50438003,1219,GORDON AVE,,LOTS 23 & 24 BK 9 PRESTON HEIGHTS,6490.44
040084000,137100,50438004,517,11TH ST NW,,LOTS 3 & 4 BK 8 PRESTON HGTS,5401.44
040094000,310000,50438005,505,12TH ST NW,,LOTS 9&10 BK 9 PRESTON HGTS,6490.44
040073000,361900,50438006,1034,GRADY AVE,,LOT 14 1/2 JOHN WEST LOTS,7056.72
040045000,100800,50438007,503,10TH ST NW,,PT LOT 7 JOHN WEST LOTS,14810.4
040089000,366100,50438008,504,12TH ST NW,,LOTS 19 & 20 BK 8 PRESTON HGTS,6490.44
040072000,352300,50438009,1030,GRADY AVE,,LOT 14 JOHN WEST LOTS,6926.04
040083000,621400,50438010,515,11TH ST NW,,LOTS 5&6 BK 8 PRESTON HGTS,5575.68
040093000,201200,50438011,503,12TH ST NW,,LOT 11 BK 9 PRESTON HEIGHTS,0
040071000,537800,50438012,1026,GRADY AVE,,LOT 13 JOHN WEST LOTS,7840.8
040090000,221700,50438013,502,12TH ST NW,,LOTS 21&22 BK 8 PRESTON HGTS,6490.44
040092000,273300,50438014,501,12TH ST NW,,LOT 12 BK 9 PRESTON HEIGHTS,0
040070000,391100,50438015,1022,GRADY AVE,,LOT B JOHN WEST LOTS,4530.24
040082000,467800,50438016,513,11TH ST NW,,LOTS 7&8 BK 8 PRESTON HGTS,5706.36
040049000,259500,50438017,1016,GRADY AVE,,LOT 1,2439.36
040091000,371600,50438018,500,12TH ST NW,,LOTS 23&24 BK 8 PRESTON HGTS,6490.44
040048000,369700,50438019,1014,GRADY AVE,,LOT 3,3615.48
040081000,312300,50438020,405,11TH ST NW,,LOTS 9&10 BK 8 PRESTON HGTS,5837.04
040074000,311000,50438021,408,11TH ST NW,,PT LOT 11 JOHN WEST LOTS,5401.44
040134000,455200,50438022,1201,GORDON AVE,,PT LOTS 1 & 2 BK 6 PRESTON HGT,3267
040069000,69100,50438023,423,10 1/2 ST NW,,LOT A JOHN WEST LOTS,2700.72
040047000,583400,50438024,1002,GRADY AVE,,LOT 4,3746.16
040050000,189200,50438025,420,10 1/2 ST NW,,LOT 2,1306.8
040046000,437000,50438026,415,10TH ST NW,,PARCEL D JOHN WEST LOTS,8189.28
040135000,444000,50438027,1200,GORDON AVE,,PT LOTS 1 & 2 BK 6 PRESTON HGT,3267
040068000,317800,50438028,421,10 1/2 ST NW,,PT LOT 11 JOHN WEST LOTS,5445
040080000,310800,50438029,1101,GORDON AVE,,LOTS 11&12 BK 8 PRESTON HGTS,5967.72
040051000,170500,50438030,416,10 1/2 ST NW,,PT LOT 4 JOHN WEST LOTS,9060.48
040075000,336300,50438031,516,11TH ST NW,,PT LOT 10 JOHN WEST LOTS,5445
040136000,407000,50438032,417,12TH ST NW,,LOT 3 BK 6 PRESTON HEIGHTS,348.48
040143000,213000,50438033,1114,GORDON AVE,,PT LOTS 14-17 BK 7 PRESTON HGT,4094.64
040052000,311300,50438034,416,10TH ST NW,,PT LOT 4 JOHN WEST LOTS,12893.76
040067000,659300,50438035,413,10 1/2 ST NW,,PT LOT 10 JOHN WEST LOTS,5445
040076000,653000,50438036,514,11TH ST NW,,PT LOT 9 JOHN WEST LOTS,6534
040144000,456300,50438037,1112,GORDON AVE,,PT LOTS 14-17 BK 7 PRESTON HGT,0
040145000,456300,50438038,1110,GORDON AVE,,PT LOTS 14-17 BK 7 PRESTON HGT,0
040138000,471600,50438039,407,12TH ST NW,,LOTS 6&7 BK 6 PRESTON HEIGHTS,6490.44
040066000,297100,50438040,507,10 1/2 ST NW,,PT LOT 9 JOHN WEST LOTS,6577.56
040146000,265900,50438041,1100,GORDON AVE,,LOTS 1&2 BK 7 PRESTON HEIGHTS,6229.08
040054000,297000,50438042,414,10 1/2 ST NW,,LOTS A & B JOHN WEST LOTS,8232.84
040077000,264400,50438043,504,11TH ST NW,,LOT,4617.36
040142000,451000,50438044,406-410,12TH ST NW,,"LOTS 18,19&PT 17,20 BK 7 P HGT",0
040139000,295000,50438045,405,12TH ST NW,,REV LOT 8 BK 6 PRESTON HEIGHTS,43560
040053000,247100,50438046,418,10TH ST NW,,PT LOT 3 JOHN WEST LOTS,11107.8
040078000,398900,50438047,502,11TH ST NW,,LOT,4922.28
040065000,281400,50438048,504,10 1/2 ST NW,,LOT,4617.36
040147000,459400,50438049,363,11TH ST NW,,LOT 3 & PT 4 BK 7 PRESTON HGTS,5880.6
040056000,69100,50438050,412,10 1/2 ST NW,,PT LOT 2 JOHN WEST LOTS,2700.72
040139100,286500,50438051,403,12TH ST NW,,REV LOT 10 BK 6 PRESTON HEIGHTS,43560
040055000,254000,50438052,414,10TH ST NW,,PT LOT 2 JOHN WEST LOTS,0
040079000,137100,50438053,500,11TH ST NW,,LOT,7753.68
040064000,239600,50438054,502,10 1/2 ST NW,,LOT,3789.72
040148000,151100,50438055,357,11TH ST NW,,"LOTS 5,6,PT 4&7 BK 7 PRES HGTS",9408.96
040141000,207400,50438056,1,LATROBE CT,,LOT A LATROBE COURT,3223.44
040140000,302400,50438057,401,12TH ST NW,,LOTS 11-13 & PAR Y BK 6 PRESTON HEIGHT,10541.52
040057000,307900,50438058,406,10 1/2 ST NW,,LOT JOHN WEST LOTS,3484.8
040120000,19139000,50438059,409,13TH ST NW,,"LOTS 4, 51-55, 94-102",0
040141100,207400,50438060,2,LATROBE CT,,LOT B LATROBE COURT,2308.68
040122000,579000,50438061,362,14TH ST NW,,LOTS 54&55 TRADERS LAND CO,6141.96
040063000,349200,50438062,500,10 1/2 ST NW,,LOT,5924.16
040141200,208600,50438063,3,LATROBE CT,,LOT C LATROBE COURT,2570.04
040132000,2012600,50438064,0,JOHN ST,,LOTS BK 5,136909.08
040058000,264000,50438065,404,10 1/2 ST NW,,LOT JOHN WEST LOTS,3659.04
040059000,186100,50438066,403,10TH ST NW,,LOT JOHN WEST LOTS,11369.16
040149000,232500,50438067,353,11TH ST NW,,LOT 8 & PT 7&9 BK 7 PRES HGTS,6664.68
040165000,371800,50438068,430,11TH ST NW,,LOT 15 JEFFRIES LOTS,4007.52
040123000,628900,50438069,360,14TH ST NW,,LOTS 56&57 TRADERS LAND CO,7492.32
040061000,205500,50438070,402,10 1/2 ST NW,,LOT JOHN WEST LOTS,3528.36
040141300,207400,50438071,6,LATROBE CT,,LOT D LATROBE COURT,3223.44
040141400,207500,50438072,5,LATROBE CT,,LOT E LATROBE COURT,2395.8
040062000,294900,50438073,400,10 1/2 ST NW,,PT LOT 1 JOHN WEST LOTS,3528.36
040150000,284000,50438074,351,11TH ST NW,,LOT 10 & PT 9&11 BK 7 PRES HGT,5619.24
040166000,255400,50438075,359,10 1/2 ST NW,,LOT 14 JEFFRIES LOTS,4922.28
040060000,170500,50438076,401,10TH ST NW,,PARCEL C JOHN WEST LOTS,11194.92
040141500,207500,50438077,4,LATROBE CT,,LOT F LATROBE COURT,2700.72
040125000,627700,50438078,358,14TH ST NW,,LOTS 58 & 59,7492.32
040164000,237000,50438079,354,11TH ST NW,,LOT 17 JEFFRIES LOTS,3833.28
040167000,108800,50438080,357,10 1/2 ST NW,,LOT 13 JEFFRIES LOTS,4791.6
040151000,255100,50438081,345,11TH ST NW,,"LOTS 12,13&PT 11 BK 7 PRES HGT",0
040126000,473000,50438082,354,14TH ST NW,,LOT 1,5009.4
040163000,177800,50438083,346,11TH ST NW,,LOT 18 JEFFRIES LOTS,3833.28
040168000,369200,50438084,353,10 1/2 ST NW,,LOT 12 JEFFRIES LOTS,4704.48
040152000,1254200,50438085,341,11TH ST NW,,LOTS 12-16,26528.04
040128000,476000,50438086,1311,JOHN ST,,LOT 2,4486.68
040127000,500500,50438087,350,14TH ST NW,,LOT 6,5009.4
040162000,181100,50438088,342,11TH ST NW,,LOT 19 JEFFRIES LOTS,3833.28
040169000,390400,50438089,349,10 1/2 ST NW,,LOT 11 JEFFRIES LOTS,4660.92
040129000,455000,50438090,1309,JOHN ST,,LOT 3 & PT LOT 4,5009.4
040161000,329600,50438091,340,11TH ST NW,,LOT 20 JEFFRIES LOTS,4007.52
040170000,319100,50438092,345,10 1/2 ST NW,,LOT 10 JEFFRIES LOTS,4617.36
040131000,559000,50438093,1305,JOHN ST,,LOT 5,5488.56
040160000,380600,50438094,338,11TH ST NW,,LOT 21 JEFFRIES LOTS,4007.52
040210000,530100,50438095,353,10TH ST NW,,PT LOT 2 JEFFRIES LOTS,0
040171000,459000,50438096,343,10 1/2 ST NW,,LOT 9 JEFFRIES LOTS,4660.92
040159000,596500,50438097,336,11TH ST NW,,LOT 22 JEFFRIES LOTS,4007.52
040172000,214000,50438098,341,10 1/2 ST NW,,LOT 8 JEFFRIES LOTS,4530.24
040158000,307800,50438099,334,11TH ST NW,,LOT 23 JEFFRIES LOTS,4007.52
040173000,346500,50438100,339,10 1/2 ST NW,,LOT 7 JEFFRIES LOTS,4181.76
040157000,211300,50438101,332,11TH ST NW,,LOT 24 JEFFRIES LOTS,4007.52
040153000,0,50438102,339,11TH ST NW,,"LOTS 9,10 & 11",26528.04
040174000,221500,50438103,337,10 1/2 ST NW,,LOT 6 JEFFRIES LOTS,4094.64
040156000,512300,50438104,324,11TH ST NW,,LOT 25 JEFFRIES LOTS,4007.52
040175000,225600,50438105,331,10 1/2 ST NW,,LOT 5 JEFFRIES LOTS,4268.88
040176000,108800,50438106,327,10 1/2 ST NW,,LOT 4 JEFFRIES LOTS,4225.32
040245000,6604400,50438107,1114,JOHN ST,,LOT A,0
040177000,260900,50438108,325,10 1/2 ST NW,,LOT 3 JEFFRIES LOTS,3571.92
040154000,263400,50438109,308,11TH ST NW,,PT LOT 33 JEFFRIES LOTS,5967.72
040271100,519100,50438110,1119,PAGE ST,,LOT,3615.48
040178000,298900,50438111,323,10 1/2 ST NW,,LOT 2 JEFFRIES LOTS,3528.36
040291000,9878500,50438112,302-304,14TH ST NW,,"LOTS 2,3,5 1\2,PT 1,5&PARCELS",0
040179000,238600,50438113,319,10 1/2 ST NW,,PT LOT 33 JEFFRIES LOTS,7579.44
040180100,199500,50438114,306,11TH ST NW,,LOT B JEFFRIES LOTS,4443.12
040180000,342100,50438115,313-315,10 1/2 ST NW,,LOT C JEFFRIES LOTS,0
040181000,246700,50438116,304,11TH ST NW,,LOT A JEFFRIES LOTS,3876.84
040182000,206300,50438117,307,10 1/2 ST NW,,PT LOT 35 JEFFRIES LOTS,3179.88
040183000,177100,50438118,305,10 1/2 ST NW,,LOT JEFFRIES LOTS,3136.32
040245100,9848700,50438119,1207-11,WERTLAND ST,,PARCEL 245.1 & PARCEL A,0
040302000,20868500,50438120,218,14TH ST NW,,PARCELS 1&2,0
040314000,8767800,50438121,1021,WERTLAND ST,,LOT,0
040298000,577700,50438122,208,14TH ST NW,,LOT 11 MCKENNIE'S,6969.6
040303000,585100,50438123,1301,WERTLAND ST,,LOT A,0
040301000,1037000,50438124,1311,WERTLAND ST,,PT LOT 13 MCKENNIE'S,2831.4
060001101,9221000,50438125,0,ARLINGTON BLVD,,LOT C-3 GEORGETOWN,0
060001900,12344600,50438126,2401,ARLINGTON BLVD,,PT LOT C-4,3615480
060001700,2500200,50438127,2400-02,ARLINGTON BLVD,,LOT C-1 GEORGETOWN,0
060001600,5445700,50438128,2102-06,ARLINGTON BLVD,,LOTS 2 & 3 GEORGETOWN,1306800
060001500,4529900,50438129,1982,ARLINGTON BLVD,,LOT 1 & PARCEL Y GEORGETOWN,522720
060003100,7500,50438130,0,FENDALL TER,,RESERVE STRIP BK 6 RUGBY,3049.2
060001400,1825500,50438131,1980,ARLINGTON BLVD,,LOT 2B GEORGETOWN,0
060001300,2648300,50438132,1936,ARLINGTON BLVD,,LOT 2A-1 GEORGETOWN,27181.44
060001200,2860900,50438133,1932,ARLINGTON BLVD,,LOT 2A-2 GEORGETOWN,27878.4
060002000,6508700,50438134,800,EMMET ST N,,4.456 ACRES MASSIE PROPERTY,190313.64
060001100,2084700,50438135,1928,ARLINGTON BLVD,,PARCEL X GEORGETOWN,14374.8
060001B00,4346000,50438136,1924,ARLINGTON BLVD,,LOT 1-B,38594.16
060001000,5185700,50438137,1900,ARLINGTON BLVD,,LOT 1A,43560
080001000,74148400,50438138,101,EMMET ST N,,LOT (128.82 ACRES),1473199.2
060003000,1792000,50438139,817,FENDALL TER,,"LOTS 10,11 & 12 BK 6 RUGBY",27573.48
060004000,1011800,50438140,813,FENDALL TER,,LOT 9 & PT 8 BK 6 RUGBY,15376.68
060001C00,1829100,50438141,801,EMMET ST N,,LOT 1C,26440.92
060023000,1287000,50438142,811,FENDALL TER,,"LOTS 6,7 & PT 8 BK 6 RUGBY",25439.04
060005000,1713700,50438143,1872,WINSTON RD,,LOTS 14 & 15 BK 4 RUGBY,14984.64
060006000,1348600,50438144,1866,WINSTON RD,,LOT 16 & PT 17 BK 4 RUGBY,11282.04
060007000,937500,50438145,1864,WINSTON RD,,LOT 18 & PT 17 BK 4 RUGBY,11238.48
060022000,1130900,50438146,810,FENDALL TER,,LOT A BK 4 RUGBY,10628.64
060008000,1125800,50438147,1860,WINSTON RD,,LOT 19 & PT 20&21 BK 4 RUGBY,14461.92
060021000,1067700,50438148,1865,FENDALL AVE,,LOT B BK 4 RUGBY,11848.32
060024000,1290400,50438149,803,FENDALL TER,,LOTS 2-3 & PT 1 BK 6 RUGBY,23391.72
060020000,1102600,50438150,1863,FENDALL AVE,,LOT 4 & PT 5 BK 4 RUGBY,11238.48
060009000,686500,50438151,1856,WINSTON RD,,LOT A BK 4 RUGBY,7579.44
060019000,1248000,50438152,1859,FENDALL AVE,,LOT 6 & PT 5 & 7 BK 4 RUGBY,12371.04
060010000,1960200,50438153,1852,WINSTON RD,,LOT B BK 4 RUGBY,12109.68
060042000,1419600,50438154,1868,EDGEWOOD LN,,LOT 1 & PT 1 BK 6 EDGEWOOD LA,45171.72
060025000,1192500,50438155,1912,FENDALL AVE,,"LOTS 17,18,PARCEL X BK3 RUGBY",14810.4
060026000,1836500,50438156,1907,FENDALL AVE,,LOTS 15 & 16 BK 3 RUGBY,14984.64
060012000,946600,50438157,1844,WINSTON RD,,"LOTS 27,28 & PT 26 BK 4 RUGBY",18730.8
060018100,1276700,50438158,1849,FENDALL AVE,,LOTS 10 & 11 BK 4 RUGBY,14984.64
060027000,2025500,50438159,1905,FENDALL AVE,,LOT 14 & PT 13 & STR BK 3 RUGB,11499.84
060043000,1171400,50438160,1879,WAYSIDE PL,,LOT,20952.36
060028000,970100,50438161,1902,FENDALL AVE,,"LOT 12,PT 11&13 BK 3 RUGBY",15115.32
060017000,1170500,50438162,1845,FENDALL AVE,,LOTS 12 & 13 BK 4 RUGBY,14984.64
060013000,1057900,50438163,1840,WINSTON RD,,PT LOTS 29 & 30 BK 4 RUGBY,11064.24
060073000,13943300,50438164,83-136,UNIVERSITY GARDENS,,LOTS 8-11 & STRIP,0
060014000,1038800,50438165,809,WINSTON TER,,LOT 31 & PT 30 BK 4 RUGBY,13155.12
060044000,1117300,50438166,1864,EDGEWOOD LN,,LOT 2 & PT 3 EDGEWOOD LANE,13416.48
060029000,1710000,50438167,1850,FENDALL AVE,,LOT 10 & PT 11 BK 3 RUGBY,14461.92
060016000,897500,50438168,1841,FENDALL AVE,,LOTS 35 & 36 BK 4 RUGBY,14984.64
060045000,1338300,50438169,1862,EDGEWOOD LN,,PT LOT 3 EDGEWOOD LANE,13503.6
060015000,1131200,50438170,1837,FENDALL AVE,,LOTS 33 & 34 BK 4 RUGBY,16988.4
060030000,1252600,50438171,1848,FENDALL AVE,,LOTS 8 & 9 BK 3 RUGBY,16988.4
060040000,807800,50438172,1900,EDGEWOOD LN,,LOT 22 BK 3 EDGEWOOD LANE,9801
060044100,1401000,50438173,1875,WAYSIDE PL,,LOT,11412.72
050001000,805300,50438174,808,WINSTON TER,,LOT X BK 2 RUGBY,10454.4
060046000,1253400,50438175,1856,EDGEWOOD LN,,LOT 4 & PT 5 EDGEWOOD LANE,19471.32
060031000,993300,50438176,1844,FENDALL AVE,,LOT 7 & PT 6 BK 3 RUGBY,12763.08
060015100,962000,50438177,1833,FENDALL AVE,,LOT 32 BK 4 RUGBY,11238.48
060060000,1195500,50438178,1874,WAYSIDE PL,,LOT C & LOT WAYSIDE PLACE,19035.72
050002000,1044500,50438179,1828,WINSTON RD,,"LOTS Y,D,PARCEL W BK 2 RUGBY",15942.96
060032000,1164400,50438180,1840,FENDALL AVE,,LOT 5 & PT 6 BK 3 RUGBY,12850.2
060059000,1085400,50438181,1871,WAYSIDE PL,,LOT 16 WAYSIDE PLACE,12545.28
050003000,2060100,50438182,1824,WINSTON RD,,"LOT C,PT 8,STRIP BK 2 RUGBY",18077.4
050021000,1097300,50438183,1827,FENDALL AVE,,LOT B RUGBY,13155.12
060033000,1222800,50438184,1838,FENDALL AVE,,LOTS 3 & 4 BK 3 RUGBY,16988.4
060039000,1152900,50438185,1847,EDGEWOOD LN,,LOT 21 EDGEWOOD LANE,9931.68
060047000,1223300,50438186,1852,EDGEWOOD LN,,LOTS 5A & 6B EDGEWOOD LANE,15638.04
060058000,1148100,50438187,1863,WAYSIDE PL,,LOT 14 WAYSIDE PLACE,12501.72
060034000,1270700,50438188,1834,FENDALL AVE,,LOTS 1 & 2 BK 3 RUGBY,17511.12
050004000,348900,50438189,1822,WINSTON RD,,PT LOT 7 & PAR X BK 2 RUGBY,13285.8
060061000,1399500,50438190,1870,WAYSIDE PL,,LOT 45 WAYSIDE PLACE,12109.68
060038000,1851000,50438191,1843,EDGEWOOD LN,,LOT 20 BK 3 EDGEWOOD LANE,10628.64
050020000,325400,50438192,1825,FENDALL AVE,,LOT A RUGBY,10280.16
050005000,1640400,50438193,1818,WINSTON RD,,"LOT 6,PT LOT 5&7 BK 2 RUGBY",13285.8
060057000,1377100,50438194,1859,WAYSIDE PL,,LOT 12 & PT 10 WAYSIDE PLACE,13547.16
060072000,163100,50438195,0,UNIVERSITY CIR,,LOT 45 UNIVERSITY PLACE,49353.48
050019000,550400,50438196,1820,RUGBY PL,,LOT 6 RUGBY,17946.72
050022100,1146000,50438197,1830,FENDALL AVE,,LOTS 4 & 5 RUGBY,16814.16
060037000,2098900,50438198,1839,EDGEWOOD LN,,LOT 19 BK 3 EDGEWOOD LANE,11412.72
060062000,1192000,50438199,1864,WAYSIDE PL,,LOT 15 WAYSIDE PLACE,11543.4
050006000,1697100,50438200,1816,WINSTON RD,,LOT 4 & PT 5 BK 2 RUGBY,23391.72
050022000,895400,50438201,1826,FENDALL AVE,,LOT 3 RUGBY,8668.44
060048000,1245900,50438202,1844,EDGEWOOD LN,,LOTS 6A & 7A EDGEWOOD LANE,16596.36
060056000,1547000,50438203,1851,WAYSIDE PL,,PT LOTS 8 & 10 SEC 6,19209.96
060036000,1657800,50438204,1872,EDGEWOOD LN,,LOT 18 EDGEWOOD LANE,12109.68
050018000,1386900,50438205,1817,FENDALL AVE,,LOTS 5 & 6 RUGBY,31450.32
050023000,1591300,50438206,1820,FENDALL AVE,,"LOTS 1,2 & TRI LOT",16683.48
060063000,1925300,50438207,1852,WAYSIDE PL,,LOTS A & B WAYSIDE PLACE,30056.4
050147000,1819500,50438208,924,RUGBY RD,,LOT 1,19994.04
050009000,819600,50438209,1810,WINSTON RD,,LOT 3 BK 2 RUGBY,12371.04
060049000,1045900,50438210,1840,EDGEWOOD LN,,LOT 8 EDGEWOOD LANE,12893.76
050007000,785600,50438211,1815,RUGBY PL,,LOT 7 RUGBY PLACE,7230.96
060035000,1603900,50438212,1827,EDGEWOOD LN,,LOT 17 BK 3 EDGEWOOD LANE,12806.64
070001900,684900,50438213,0,IVY RD,,"LOTS 4,5,6&7 UNIV SHOP CEN",9278.28
050010000,938200,50438214,1808,WINSTON RD,,LOT 2 BK 2 RUGBY,12545.28
050147100,2217300,50438215,922,RUGBY RD,,LOT 1A,15986.52
050007100,867900,50438216,1809,RUGBY PL,,LOT 8 RUGBY PLACE,7971.48
050024000,1055000,50438217,1825,EDGEWOOD LN,,LOT 16 EDGEWOOD LANE,13590.72
060055000,1263400,50438218,1845,WAYSIDE PL,,PT LOT 8 WAYSIDE PLACE,11499.84
060050000,1141300,50438219,1873,EDGEWOOD LN,,LOT 9 EDGEWOOD LANE,13982.76
050146000,1579900,50438220,918,RUGBY RD,,LOT,21823.56
050011000,1467600,50438221,809,RUGBY RD,,LOT 1 BK 2 RUGBY,18469.44
050025000,903700,50438222,1816,FENDALL AVE,,LOT,12066.12
050008000,938400,50438223,1807,RUGBY PL,,LOT 9 RUGBY,8015.04
060071000,1197100,50438224,21,UNIVERSITY CIR,,LOT 27 UNIVERSITY PLACE,40989.96
060070000,1568800,50438225,1841,UNIVERSITY CIR,,LOT 28 UNIVERSITY PLACE,28618.92
060074100,856200,50438226,412,EMMET ST N,,60 FT FRONT,15855.84
050024100,1334300,50438227,1823,EDGEWOOD LN,,LOT 15 EDGEWOOD LANE,14461.92
050145000,1430200,50438228,914,RUGBY RD,,"PT LOTS 2,3,8&9 BK 19 PRES HGT",21257.28
060051000,1199000,50438229,1853,EDGEWOOD LN,,LOT 10 EDGEWOOD LANE,14505.48
060076000,1089700,50438230,26,UNIVERSITY CIR,,LOT 26 UNIVERSITY PLACE,25177.68
060054000,1188600,50438231,1841,WAYSIDE PL,,LOT 6 WAYSIDE PLACE,11499.84
050016000,719100,50438232,1808,RUGBY PL,,LOT 3 RUGBY PLACE,7840.8
050148500,815000,50438233,106,STEWART CIR,,LOT 6A STEWART CIRCLE,17206.2
070001800,248700,50438234,8,IVY RD,,LOT 8 UNIV SHOPPING CENTER,2700.72
070001700,220500,50438235,9,IVY RD,,LOT 9 UNIV SHOPPING CEN,2787.84
070001600,441100,50438236,10-11,IVY RD,,LOTS 10 & 11 UNIV SHOP CEN,5837.04
060064000,1925900,50438237,1832,WAYSIDE PL,,LOT 7 & PT 9 WAYSIDE PLACE,23958
050144000,941800,50438238,910,RUGBY RD,,LOT,11282.04
070001500,220500,50438239,12,IVY RD,,LOT 12,3092.76
070001400,490100,50438240,13,IVY RD,,LOT 13 & A1 UNIV SHOPPING CTR,6534
060074000,3048500,50438241,400,EMMET ST N,,PT 1.553 ACRES,67692.24
070001300,6809500,50438242,2123-2125,IVY RD,,LOTS A2 & B COPELEY,58196.16
050032000,1378600,50438243,1822,EDGEWOOD LN,,LOT 11 EDGEWOOD LANE,16160.76
050148400,563800,50438244,109,STEWART CIR,,LOT 5A STEWART CIRCLE,5619.24
050014000,916500,50438245,1806,RUGBY PL,,LOT 3A & PT 2 RUGBY PLACE,6141.96
050142000,1380900,50438246,900,RUGBY RD,,LOT A BK 19,17816.04
060053000,992700,50438247,1829,WAYSIDE PL,,LOT 4 WAYSIDE PLACE,11499.84
050026000,1334400,50438248,1821,EDGEWOOD LN,,LOT 3 EDGEWOOD LANE,9104.04
050013000,993000,50438249,807,RUGBY RD,,LOT 1 & PT 2 RUGBY PLACE,9888.12
070001101,23528700,50438250,2132,IVY RD,,21.02 ACRES & PARCEL Z-1,915631.2
050031000,2970900,50438251,1820,EDGEWOOD LN,,LOTS 12 & 12A,24262.92
060069000,3022900,50438252,1835,UNIVERSITY CIR,,LOTS 29 & 30 UNIVERSITY PLACE,28618.92
050148600,594400,50438253,104,STEWART CIR,,LOT 7 STEWART CIRCLE,8015.04
050137000,1434500,50438254,810,RUGBY RD,,"LOTS 1,2,7 & 8 BK 18",28009.08
060052000,1040400,50438255,1827,WAYSIDE PL,,LOT 2 WAYSIDE PLACE,11020.68
070001000,3219000,50438256,2121,IVY RD,,LOT,62813.52
050027000,1736600,50438257,1810,EDGEWOOD LN,,1/4 ACRES EDGEWOOD LANE,9234.72
050143000,634400,50438258,905,TUNLAW PL,,LOT C BK 19 PRESTON HGTS,6751.8
060065000,1344500,50438259,1828,WAYSIDE PL,,LOT 5 WAYSIDE PLACE,11499.84
050136000,882500,50438260,804,RUGBY RD,,"LOTS 9,10&STR BK 18 PRES HG",13285.8
050030000,1331700,50438261,1819,EDGEWOOD LN,,LOT B EDGEWOOD LANE,31145.4
050148300,558800,50438262,107,STEWART CIR,,LOT 4 STEWART CIRCLE,7405.2
050148700,521900,50438263,102,STEWART CIR,,LOT 8 STEWART CIRCLE,7623
050142100,1046600,50438264,1701,ROSSER AVE W,,LOT B,9801
050033000,1026200,50438265,1825,WAYSIDE PL,,LOT 1 & PT X-1 WAYSIDE PLACE,11891.88
